Questions,Correct,A,B,C,D
What is Fudges real name in the novel Tales of a Fourth Grade Nothing?, Farley Drexel Hatcher,Frank Oslow Hatcher,Farley Drexel Hatcher,Franklin Osmond Hatcher,Bartholomew Isaac Hatcher
How old is Peter in Tales of a Fourth Grade Nothing?, 9,9,7,2,8
What did Fudge do to Peters turtle in the book Tales of a Fourth Grade Nothing?, He swallowed it.,He swallowed it.,He dropped it out of the window.,He hit it with a hammer.,He took it for a walk.
What classic line does Fudge say in Tales of a Fourth Grade Nothing when his mom discovers her flowers are missing?, ALL GONE yum yum,ALL GONE yum yum,Done the hatch,Not me,"Mmm, mmm, good!"
What happened when Fudge fell off the jungle gym in Tales of a Fourth Grade Nothing?, He swallowed his top front teeth.,He got a black eye.,He bit his lip.,He swallowed his top front teeth.,He broke his arm.
Who said there was a missing four-year-old in the building?, a security guard,a fisherman,Peter and Fudges father,a security guard,a waitress
What did Fudges father dump on top of his head in the book Tales of a Fourth Grade Nothing?, cornflakes,chowder,cheerios,cornflakes,chips
"What is the protagonists occupation in the novel, The Mezzanine?", Office Worker,Food Services Employee,Courier,Office Worker,Statistician
"When does the action in the novel, The Mezzanine take place?", During the protagonists lunch hour,During the protagonists lunch hour,During the 10 A.M. coffee break,Spring of 1987,During the protagonists morning commute to work
Where does most of the action in the novel The Mezzanine take place?, In the protagonists mind,In line at the office supply store.,In the protagonists mind,On a park bench outside the office.,On the escalator in the Mezzanine.
"Which of the following does not happen with the protagonist in the novel, The Mezzanine?", He eats a hamburger,He eats a hamburger,He rides an escalator.,He buys shoelaces at CVS.,He sits on a park bench across from the office.
"Why does the protagonist buy new shoelaces in the novel, The Mezzanine?", He broke one earlier that morning.,He did it on impulse.,Hes buying them for a co-worker.,He broke one earlier that morning.,His wife asked him to.
What object in the mens room does the author discuss in great detail in the novel The Mezzanine?, The hand drying air machine.,The toilet handle.,The faucets on the sink.,The hand drying air machine.,The mirror above the sink.
How much time elapses diegetically ( within the story )  in the novel The Mezzanine?, 2 to 3 minutes.,2 - 3 months,5 days,1  hour,2 to 3 minutes.
"According to the protagonist in The Mezzanine, how did the world change irrevocably in 1970?", Drinking straws switched from being made of paper to being made of plastic.,"New TVs increased the number of pixels, leading to greater picture quality and resolution.",The rise of the Womens Movement in the US changed workplace ethics in the office forever.,Drinking straws switched from being made of paper to being made of plastic.,Introduction of the B-747 jet aircraft shrunk the globe in terms of air travel.
"In the novel Nicolae, Rayford Steele is able to gain secret information about Nicolaes plans via a secret one way intercom that had been installed in Nicolaes plane, The Condor 216.  Who placed the intercom in the plane?", Earl Halliday,Pontifex Peter Matthews,Chloe,Earl Halliday,Buck
"During the Wrath of the Lamb, how does Tsion get separated from Buck in the novel Nicolae?", The shelter Tsion is hiding in is caved in,Buck is arrested,The shelter Tsion is hiding in is caved in,Tsion is arrested,Buck gets lost looking for his wife
"In the novel Nicolae, where is Amanda during The Wrath of the Lamb?", She is flying back to New Babylon when the wrath of the lamb occurs,She is on a train when the wrath of the lamb occurs,She is on a ship when the wrath of the lamb occurs,She is on the ground when the wrath of the lamb occurs,She is flying back to New Babylon when the wrath of the lamb occurs
Among the new characters introduced in the novel Nicolae is Mac Macullum.  What is Macs job?, He is First Officer of the Condor 216,He is First Officer of the Condor 216,He is Minister of Propaganda for Nicolae Carpathia,He is a military advisor,He is employed as a peace keeper
"As the novel Nicolae ends, which 2 members of the Tribulation Force are unaccounted for?", Chloe and Amanda,Amanda and Buck,Chloe and Amanda,Chloe and Rayford,Chloe and Buck
Who are Dr. Malones new friends in The Amber Spyglass?, Mulefa,Gallevespians,Tualapi,Consistorial Court,Mulefa
"What role will Dr. Malone play in Lyras destiny, in The Amber Spyglass?", The Serpent,Adam,The Serpent,Eve,God
How does Lyra betray Pantalaimon in the book The Amber Spyglass?, She travels to the land of the dead without him.,She gives him to Mrs. Coulter to fight Lord Asriel.,She travels to the land of the dead without him.,She gives him to Lord Asriel to fight Metatron.,She has him severed from her.
Which character of the book The Amber Spyglass sacrifices his/her life to save Lyra?, Both Lord Asriel and Mrs. Coulter,Lord Asriel,Both Lord Asriel and Mrs. Coulter,Neither of them,Mrs. Coulter
How does Dr. Malone tempt Lyra in The Amber Spyglass?, With Stories of Love,With Stories of Love,With Stories Of Strength,With Stories of Power,With Stories of Knowledge
Which character of the novel The Amber Spyglass calls Lyra to the Land of the Dead?, Roger,Roger,John Parry,Lee Scoresby,Stanislaus Gruuman
What/who helps Lyra and Will get onto the boat of the dead in The Amber Spyglass?, Her death,Her death,Her father,Her daemon,Her angel
How do Lyra and Will bring an end to death in The Amber Spyglass?, They open a door to a new world for the dead to escape.,They open a door to a new world for the dead to escape.,They discover the fountain of everlasting life.,They seal the doorway to the land of the dead forever.,They destroy the boatsmen to the land of the dead.
What is the price the dead must pay for the Harpys guidance in The Amber Spyglass?, True stories of their life,A kiss,True stories of their life,Two silver pieces; one for each eye,Their soul
Who does Lyra inadvertently destroy in The Amber Spyglass when trying to help him?, The Authority,The Authority,Balthamos,Metatron,Baruch
"What was the code name of the former head of the British Secret Service, who died of a heart attack a year prior to the events outlined in the book Tinker, Tailor, Soldier, Spy?", Control,Chief,M,Control,C
"In the novel Tinker, Tailor, Soldier, Spy, what was the name of the Operation launched by the former Head of the British Secret Service in a desperate attempt to root out the traitor in the Service?", Testify,Testify,Eagle,Vengeance,Witchcraft
"What does the phrase Tinker, Tailor, Soldier, Spy refer to in the novel of the same name?", code names for the British Intelligence Officers suspected of being the traitor,code names for the British Intelligence Officers suspected of being the traitor,a pass phrase used to identify friendly agents.,an encryption key used to decipher intelligence material,names of safe-houses used by the British Secret Service.
"Central to the plot of the novel Tinker, Tailor, Soldier, Spy is the fact that the New Head of the Service, Percy Alleline has come across a source supplying Soviet Intelligence. The name of the Intelligence supplied is codenamed Witchcraft, but what is the codename of the source supplying it?", Merlin,Gandalf,Witch of the East,Genie,Merlin
What is Meggies mothers name in the book Inkspell?, Resa,Diane,Sally,Resa,Jenny
"In the novel Inkspell, what animal always goes around with the black prince?", A bear,A tiger,A dog,A bear,A snake
"In the book Inkspell, whose house do Meggie and her parents live in?", Elinors house,A house that they own,Meggies aunts house,Meggies uncles house,Elinors house
What does Farid secretly call Orpheus in the book Inkspell?, Cheeseface,Moonhead,Junkface,Cheeseface,Fatty
What is Capricorns mothers name in the book Inkspell?, Mortola,Julie,Tori,Mortola,Meggie
What is the name of the famous tight rope walker described in the novel Inkspell?, Cloud-Dancer,Sheer-Pearl,Cloud-Dancer,Billy,Ravenclaw
What does Inkspell character Dustfinger call Meggies father?, Silvertongue,Smelly,Silvertongue,Killertongue,Bigfoot
Who is the author of the novel Inkspell?, Cornelia Funke,Frank Baum,Cornelia Funke,Judy Blume,Clive Barker
"Jules Verne is often referred to as the Father of Science Fiction, along with what other author?", H.G. Wells,George Orwell,Charles Dickens,William Golding,H.G. Wells
"When he was twelve, Jules Verne crept onto a ship that was bound for India, and was caught and whipped by his father. What famous phrase did Jules Verne say after that?", I shall from now on only travel in my imagination.,"This shall not stop me, for it is pain that makes man grow stronger.","You shall be sorry for this one day, father.","Being curious really, really hurts.",I shall from now on only travel in my imagination.
"What language did Jules Verne study at the boarding school at the Saint Donatien College, where he was sent at the age of nine?", Latin,Greek,English,Latin,Spanish
What did Jules Verne study in Paris after completing his studies at the Lyceum?, Law,Medicine,Zoology,Law,Mathematics
With what great French writer did Jules Verne establish a close friendship?," Alexandre Dumas, Sr.","Alexandre Dumas, Sr.",George Sand,Stendhal,Alexandre Chatrian
"This novel by Jules Verne, often called his lost novel, was written in 1863 and published for the first time in 1994. It tells the story of a young man who lives in a highly technologically advanced world.", Paris in the 20th Century,The Will of an Eccentric,Paris in the 20th Century,Back to the Future,The Flight to France
What was the reason for Jules Vernes permanent limp with his left leg?, He was shot.,He was shot.,He tripped in his cat and broke his leg.,He fell down a staircase.,He was born with it.
"Jules Vernes publisher, Pierre-Jules Hetzel suggested that Verne make what kind of major changes in all of his works?", Introducing a more optimistic tone,Employing more female characters,Using shorter sentences.,Introducing a more optimistic tone,Simplifying his statements
Which of these inventions did Jules Verne predict in his novels written in the 19th century?, All of these,Air conditioning,Jukeboxes,The Internet,All of these
What novel by Jules Verne was used as a base for a 2008 3-D science fiction movie directed by Eric Brevig?, Journey to the Center of the Earth,From the Earth to the Moon,Twenty Thousand Leagues Under the Sea,Off on a Comet,Journey to the Center of the Earth
What do the initials T. S. stand for in the name of the famous poet T. S. Eliot?, Thomas Stearns,Tory Saunders,Terry Stephens,Theodore Sallings,Thomas Stearns
T. S. Eliot was the last of 6 children surviving. How old were his parents when he was born?, 44,44,28,33,38
"T. S. Eliots father, who came from a prominent New England family, was on the Board of Directors of Washington University. He was also a Chairman at Hydraulic-Press Brick Company in St. Louis, a successful business man and a chemist. He married Eliots mother in 1868. What was her occupation?", A poet and a social worker,A homemaker,A chemist and a painter,A poet and a social worker,A music teacher at Washington University
"T. S. Eliot attended this prestigious Ivy League college, editing its literary magazine with Pulitzer- winning poet Conrad Aiken.", Harvard,Dartmouth,Harvard,Duke,Yale
"While a doctoral student, T. S. Eliot studied Buddhism and Indic philology, learning Sanskrit and Pāli to read the religious texts. What languages did Eliot study/learn in prep school and college?"," Latin, Greek, French, and German",Latin and Greek,"German, Polish, Russian","Latin, Greek, French, and German","Spanish, Italian, Latin"
"In April 1915, T. S. Eliot met  Vivienne Haigh-Wood, a governess in Cambridge. They were married on 26 June 1915. Where were they married?", In a local register office,At the Eliot family church outside of Boston,At Eliots family home in St. Louis,In a local register office,At a church in Oxford
"While a student at Harvard, T. S. Eliot befriended this Spanish-born philosopher, essayist, poet, and novelist who wrote in Reason in Common Sense, Those who cannot remember the past, are condemned to repeat it.", George Santayana,Ezra Pound,Bertrand Russell,Alexis de Tocqueville,George Santayana
What famous poem by T. S. Eliot was considered offensive and upsetting because of its opening lines describing the dusky sky as a patient etherised upon a table.?, The Love Song of J. Alfred Prufrock,The Hollow Men,The Love Song of J. Alfred Prufrock,The Waste Land,The Cocktail Party
"In 1920, T. S. Eliot published the collection Poems. It included the poem Gerontion. What famous phrase, often used to describe espionage and counter-intelligence, comes from this poem?", wilderness of mirrors,a tumid river,three trees against a low sky,wilderness of mirrors,this was all folly
"In his book Lies and the Lying Liars Who Tell Them, Al Franken refers to this radio talk show host as a Big Fat Idiot.", Rush Limbaugh,Sean Hannity,Ed Schultz,Rush Limbaugh,Bill OReilly
"In his book Lies and the Lying Liars Who Tell Them, Franken writes that these two words are Bill OReillys answer to any intelligent liberal comment.", shut up,wrong again,dream on,no chance,shut up
"Al Franken is critical of this veteran news journalist, famous as managing editor of the Fox News Channel.", Brit Hume,Brit Hume,Rupert Murdoch,Tony snow,Fred Barnes
"Who is Al Franken talking about when he says, He had us all supporting him and united after 9/11 and then he created a war in Iraq and he will never really have Mission Accomplished?", George W. Bush,George W. Bush,Dick Cheney,Rush Limbaugh,Bill Clinton
Why did Al Franken choose to run as a Democrat according to Franken himself?, They care more about the poor than the Republicans,Ann Coulter will never say she likes me again.,They care more about the poor than the Republicans,Rush is a Republican.,Paul Wellstone would have wanted me to do that.
"What is the name of the church that Rayford Steele, Chloe Steele, Buck Williams and Bruce Barnes are members of in the second novel in the Left Behind series?", New Hope Village Church,New Hope Christian Church,Hope Christian Church,New Beginnings Church,New Hope Village Church
Who coined the name Tribulation Force for the group portrayed in the second book of the series Left Behind?, Chloe,Rayford,Bruce,Chloe,Buck
"One of the most interesting characters introduced in Tribulation Force is Rabinnacal Scholar Tsion (pronounced Zee-own) Ben-Judah, who made a startling announcement to the whole world that put him and his family in jeopardy. What was his announcement?", He believed Jesus was the promised Messiah.,He believed Jesus was the promised Messiah.,He believed Nicolae was the Messiah promised in the Torrah.,He believed Nicolae was the Anti-Christ.,He believed Nicolae would unite the world into a glorious utopia.
Which member of the Tribulation Force dies at the end of the self-titled novel?, Bruce,Buck,Bruce,Chloe,Rayford
What was Dick Franciss profession before he became a writer?, Jockey,Jockey,Pharmacist,Bookmaker,Accounting clerk
What was the first novel Dick Francis wrote?, Dead Cert,Nerve,Second Wind,Bolt,Dead Cert
In what novel by Dick Francis does the popular character Sid Halley first appear?, Odds Against,Blood Sport,Odds Against,Flying Finish,For Kicks
"Sid Halley, the protagonist of several novels by Dick Francis, is disabled. What is the nature of his disability?", He has only one hand.,He is deaf.,He has only one hand.,He is a paraplegic.,He is blind.
Only two Dick Francis characters appear as the protagonist of more than one book. Sid Halley is one of them. Who is the other?, Kit Fielding,Kit Fielding,William Derry,David Cleveland,Andrew Douglas
What is the profession of Charles Todd in the novel In the Frame?, Painter,Pilot,Painter,Architect,Jockey
How many non-fiction books did Dick Francis write in the 20th century?, two,three,two,five,none
Why didnt Dick Francis win the 1956 Grand National when he was a jump jockey for the Queen Mother?, His horse fell.,He didnt ride in it.,He fell off.,His horse fell.,It wasnt held that year.
What was the popular rumor that circulated about Dick Franciss books?, His wife wrote them.,He paid a ghostwriter to write them.,His son wrote them.,His wife wrote them.,They contained subliminal messages.
What did Dick Francis do after the death of his wife?, He began collaborating with his younger son Felix.,He began training racehorses.,He began collaborating with his older son Merrick.,None of these,He began collaborating with his younger son Felix.
"In the novel The Clique, what school do the members of the Pretty Committee go to?", OCD,DDR,OCD,WHMS,CCD
Who is the Pretty Committees second in command in the book The Clique?, Dylan,None of these,Massie,Dylan,Alicia
Who comes back with Alicia from Spain in Lisi Harrisons The Clique?, Nina,Spencer,Nina,None of these,Jose
What movie does The Clique character Claire get a part in?, Dial L for Loser,Dial P for Popular,Dial D for Dead,Dial L for Loser,Dial A for Alive
"It was the best of times, it was the worst of times. is the beginning of this famous Dickens historical novel, concerning the French Revolution and dealing with some timeless moral issues, such as guilt, treachery and patriotism.", A Tale of Two Cities,Great Expectations,David Copperfield,Nicholas Nickleby,A Tale of Two Cities
"This romantic hero is a wealthy gentleman who at first feels superior to Elizabeth Bennet and ignores her. Later, however, he falls in love with her, which is a blow to his pride.", Mr. Darcy,Colonel Forster,Paul Morel,Mr. Bingley,Mr. Darcy
"This literary character from the only novel of Emily Bronte is passionately and intensely in love with Cathrine Earnshow, but she marries someone else because of her desire for social advancement.", Heathcliff,Edward Rochester,Arthur Morel,Heathcliff,Roger Chillingworth
"This literary character has an obssessive love affair with Mildred Rogers, a shallow and self-centerd woman he encounters in London.", Philip Carey,Philip Carey,Dorian Gray,Nick Caraway,Atticus Finch
"This fictional hero falls in love with his employee, the governess Jane Eyre, but their wedding ceremony is interrupted by the announcement that he has a wife who lives in the attic of his manor, Thornfield Hall.", Edward Rochester,William Lucas,Fitzgerald Darcy,Edward Rochester,Edward Gardiner
This romantic hero is obsessed with the beautiful Fermina Daza. He waits more than 50 years for her husband to die and declares his love for her., Florentino Ariza,Pedro Tercero,Esteban Trueba,Juvenal Urbino,Florentino Ariza
"This mysterious literary hero acquired an immense wealth in order to win back his beloved Daisy, who had married Tom Buchanan.", Jay Gatsby,Jordan Baker,George Wilson,Jay Gatsby,Nick Caraway
"This American officer, the literary creation of Ernest Hemingway, deserts World War I  and escapes to Switzerland with his beloved Catherine Barkley.", Frederic Henry,Nick Caraway,Frederic Henry,Jake Barnes,Nick Carter
"This romantic literary character loves passionately Estella, a beautiful girl, brought up by the cold, wealthy and eccentric Miss Havisham.", Pip,David Copperfield,Pip,Oliver Twist,Wilkins Micawber
This pragmatic and opportunistic literary hero is attracted by the pretty and coquettish Scarlett OHara., Rhett Butler,Oliver Mellors,Rhett Butler,Angel Clare,Gerald O’Hara
"This literary character, depicted by the Victorian writer Thomas Hardy, escapes with Tess, the woman he loves, although she had committed a murder.", Angel Clare,Philip Carey,Oliver Mellors,Angel Clare,Alec dUrberville
"In this novel the main character, Rodion Razkolnikov, who lives in St. Petersburg, murders an old pawnbroker and her younger sister, and later, gets overwhelmed by feelings of paranoia and self-loathing.", Crime and Punishment,War and Peace,Ana Karenina,Sleeping Murder,Crime and Punishment
"In this novel, American millionaire Samuel Edward Ratchett is found stabbed to death during a journey. The case is investigated by detective Hercule Poarot, who is also among the passengers.", ‘Murder on the Orient Express’,‘Fatal Vision’,‘Murder on the Orient Express’,‘Death Upon the Nile’,‘A Carribean Mystery’
"In the novel ‘A Study In Scarlet’, the word ‘RACHE’ is written in blood on the wall of a deserted house beside a dead body. Name the literary detective who investigates the case.", Sherlock Holmes,Sherlock Holmes,Drury Lane,Hercule Poirot,Perry Mason
"In this famous play Claudius murders his brother, the King of Denmark, and marries the widowed Queen Gertrude.", Hamlet,‘The Merchant of Venice’,King Lear,‘The Tempest’,Hamlet
"In this novel, private eye Philip Marlowe is arrested on suspicion of the murder of Terry Lenox’s wife. After Marlowe is released, he finds out that Terry Lenox, himself, has committed suicide in Mexico. When Marlowe gets home, he finds a cryptic note from Lenox and a $5000 bill.", ‘The Long Goodbye’,‘The Purloined Letter’,‘The Moving Finger’,‘The Long Goodbye’,‘Playback’
"In this book, based on a true story, Truman Capote recounts the murders of Herb Clutter, a rich farmer from Kansas, his wife Bonnie, his sixteen-year-old daughter Nancy, and his fifteen-year-old son, Kenyon.", ‘In Cold Blood’,‘In Cold Blood’,‘The Glass Key’,‘The Moving Target’,‘Red Harvest’
"In this bestseller, based on a real case and written by Joe McGinnis, Jeffrey MacDonald is accused of killing his pregnant wife and two young daughters.", ‘Fatal Vision’,‘Red Harvest’,‘The Thin Man’,‘The Big Knockover’,‘Fatal Vision’
"This author wrote ‘The Road to Gandolfo’, a story in which the former General MacKenzie Hawkins makes up an outrageous plan to kidnap the Pope and to demand a ransom of $400 million – a dollar for every Catholic in the world.", Robert Ludlum,Robert Ludlum,Daniel de Silva,Dan Brown,Michael Avallone
"This novel is narrated by the fictional character Frank Chambers, a drifter who stops at a roadside diner and meets ‘femme fatale’, Cora. After starting an affair, Cora and Frank murder Cora’s husband, Nick Papadakis, who is the owner of the diner.", ‘The Postman Always Rings Twice’,‘Death in the Afternoon’,‘Woman in the Dark’,‘The Partridge Family’,‘The Postman Always Rings Twice’
"In this novel, written by Agatha Christie, the Banty family discover in their library the dead body of a young woman. Later, the remains of another dead girl are found in a nearby quarry. Which detective investigates the case?", Miss Jane Marple,Father Brown,Auguste Dupin,Miss Jane Marple,Hercule Poirot
How many works did Stephen King write under the pseudonym Richard Bachman?, 6,5,3,6,4
What was one of Randall Flaggs nicknames in Stephen Kings novel The Stand?, the walking dude,the running man,Mutimbo,el diablo,the walking dude
"In Stephen Kings novel The Girl Who Loved Tom Gordon, what position did Tom Gordon play for the Boston Red Sox?", relief picher,relief picher,shortstop,catcher,right field
"In the novel Dolores Claiborne, what is the name of Dolores Claibornes daughter?", Selena St. George,Selena Claiborne,Crystal Claiborne,Anita Claiborne,Selena St. George
What is the name of the mouse in the book The Green Mile?, Mr. Jingles,Mr. Mousie,Mr. Bojangles,Mr. Delacroix,Mr. Jingles
"In which of the parts that Tolkien originally divided the book in do Aragorn, Gimli, and Legolas decide to go after Merry and Pippin in The Two Towers?", First,Seventh,Second,Third,First
The Diary of a Madman, Guy de Maupassant,Edgar Allan Poe,Allen Adler,Guy de Maupassant,Sheridan le Fanu
Servant of the Bones, Anne Rice,Agatha Christie,Leo Tolstoy,Anne Rice,James Patterson
The Hellbound Heart, Clive Barker,Clive Barker,Edgar Allan Poe,None of these,Richard Matheson
The Tell-tale Heart, Edgar Allan Poe,Richard Christian Matheson,none of these,Edgar Allan Poe,Clive Barker
The Talisman; Black House, Both,Peter Straub,Both,Neither,Stephen King
As I Lay Dying, William Faulkner,Mark Twain,Edgar Rice Burroughs,none of these,William Faulkner
Battlefield Earth, None of these,None of these,Henry Kissinger,Tom Robbins,Charles Beaumont
The Dunwich Horror; The Colour Out of Space; The Dream-Quest of Unknown Kadath, H.P. Lovecraft,Lord Dunsany,Poppy Z. Brite,C.J. Cherryh,H.P. Lovecraft
The Devils Dictionary, Ambrose Bierce,Stephen King,Ambrose Bierce,Beelzebub,Truman Capote
The Doll Who Ate His Mother, Ramsey Campbell,Chucky,Ramsey Campbell,Clive Barker,Jack Kerouac
How old was the prominent English poet John Keats when he died in 1821?, 26 years old,26 years old,56 years old,46 years old,16 years old
Which one of these plays by English poet and playwright William Shakespeare is not a comedy?, Macbeth,Macbeth,A Midsummer Nights Dream,Loves Labours Lost,As You Like It
Which one of these poems was written by American Modernist poet T. S. Eliot and describes his feeling of depression and pessimism about society after World War I?, The Hollow Men,Childe Harold,The Times They Are a-Changin,The Hollow Men,The Road Not Taken
"This American poet, born in 1874, won the Pulitzer Prize four times and recited his poem The Gift Outright at the inauguration of U.S. President John F. Kennedy.", Robert Frost,Robert Nesta Marley,Robert Louis Stevenson,Robert Frost,Robert Burns
"Which Anglo-Scottish poet, author of Childe Harolds Pilgrimage, died in Greece where he participated in the fight for the countrys independence?", George Gordon Byron,Oscar Wilde,George Gordon Byron,William Blake,Walt Whitman
Which famous work by American poet Henry W. Longfellow was based on the legends of the Ojibway Indians?, The Song of Hiawatha,Paul Reveres Ride,The Evening Star,The Song of Hiawatha,Evangeline
Which Norwegian band used William Blakes influential poem The Marriage of Heaven and Hell as lyrics for their 1998 album Themes from William Blakes The Marriage of Heaven and Hell?, Ulver,Immortal,Isengard,Ulver,Dimmu Borgir
Which one of these poems from Walt Whitmans masterpiece collection Leaves of Grass was dedicated to U.S. President Abraham Lincoln?, O Captain! My Captain!,O Captain! My Captain!,Out of the Cradle Endlessly Rocking,Song of Myself,I Sing the Body Electric
The title of the 2004 movie Eternal Sunshine of the Spotless Mind was taken from the poem Eloisa to Abelard written by which English poet?, Alexander Pope,Percy Bysshe Shelley,Edgar Allan Poe,Alfred Tennyson,Alexander Pope
In which book by Mark Twain is Jim a major character?, Huckleberry Finn,The Celebrated Jumping Frog of Calaveras County,Huckleberry Finn,The Adventures of Tom Sawyer,Puddnhead Wilson
In which novel does the evil Injun Joe appear?, The Adventures of Tom Sawyer,The Adventures of Tom Sawyer,A Connecticut Yankee in King Arthurs Court,The Man That Corrupted Hadleyburg,Letters From the Earth
In which work by Mark Twain do we find Adam and Eve writing their diaries?, Letters from the Earth,Innocents Abroad,The Mysterious Stranger,Letters from the Earth,The Gilded Age
Which story features a character named Jim Smiley who was responsible for one of the tallest tales of the Old West?, The Celebrated Jumping Frog of Calaveras County,Roughing It,Innocents Abroad,The Celebrated Jumping Frog of Calaveras County,At Adams Tomb
Sir Boss is the protagonist of which novel?, A Connecticut Yankee in King Arthurs Court,A Connecticut Yankee in King Arthurs Court,Letters from the Earth,Roughing It,The Prince and the Pauper
Aunt Polly is a character from which book?, The Adventures of Tom Sawyer,Roughing it,Life on the Mississippi,Huckleberry Finn,The Adventures of Tom Sawyer
In which novel did Mark Twain- Special Travelling Correspondent of the Alta appear?, The Innocents Abroad,The Innocents Abroad,Life on the Mississippi,The Damned Human Race,The Gilded Age
In this novel we find Cal Higbie and Mark Twain celebrating the curious time when the two were millionaires for ten days?, Roughing It,Life on the Mississippi,Innocents Abroad,The Gilded Age,Roughing It
In which novel do the Duke and the King do their best to swindle god-fearin folk?, Huckleberry Finn,A Connecticut Yankee in King Arthurs Court,Huckleberry Finn,A Tramp Abroad,The Mysterious Stranger
In which story does Danl Webster appear as a leading character?, The Celebrated Jumping Frog,The Celebrated Jumping Frog,The Prince and the Pauper,Innocents Abroad,Letters from the Earth
Dying is an art like everything else. I do it so it feels like hell. I do it so it feels real., Sylvia Plath,Gregory Corso,Anne Sexton,Emily Dickenson,Sylvia Plath
"I saw the best minds of my generation destroyed by madness, starving, hysterical, naked", Allen Ginsburg,Maye Swenson,Allen Ginsburg,Gregory Orr,Lawrence Ferlenghetti
Preface to a Twenty Volume Suicide Note, Immamu Amiri Baraka,Anne Sexton,Immamu Amiri Baraka,Sylvia Plath,Hart Crane
Penetrating a Fresh Abyss," David Payne, Jr.","David Payne, Jr.",Robert Haas,Robert Frost,Edgar Allan Poe
This is the way they ring the bells in Bedlam, Anne Sexton,Theodore Roethke,Anne Sexton,T.S. Eliot,Dylan Thomas
Why talk of beauty? What could be more beautiful than these heroic happy dead who rushed like lions to the roaring slaughter? They did not stop to think--they died instead. Then shall the voice of liberty be mute?, E. E. Cummings,None of these,Allen Ginsberg,E. E. Cummings,Sharon Olds
"In the desert I saw a creature naked, bestial. Squatting on the ground he held his heart in his hands and ate of it. I asked Is it good, friend? It is bitter--bitter he replied but I like it because it is bitter and because it is my heart.", Stephen Crane,Stephen Crane,William Carlos Williams,Elizabeth Bishop,Hilda Doolittle
We are the hollow men. We are the stuffed men. Leaning together-- headpiece filled with straw--alas! Our dried voices when we whisper together are meaningless as wind in dry grass or rats feet over broken glass in our dry cellar....This is the way the world ends not with a bang but a whimper., T.S. Eliot,T.S. Eliot,June Jordan,Robert Penn Warren,Stephen King
The Book of Nightmares, Galway Kinnel,Galway Kinnel,Gary Snyder,David Bottoms,James Tate
"In the novel Twilight, Bellas dad Charlie buys her an old Chevy truck as a homecoming gift. What colour is it?", Red,Blue,Silver,Black,Red
"Though it is girls choice, who asks Bella to the spring dance in the book Twilight?", All of these,Tyler Crowley,Mike Newton,Eric Yorkie,All of these
"In the book Twilight, Edward says he is 17, but admits he has been 17 for a while. In what year was he actually born?", 1901,1917,1901,1801,1918
"Bella, the protagonist of the novel Twilight, is tracked by a vampire intent on killing her. What is his name?", James,Laurent,George,John,James
"In chapter 6 of the novel Twilight, Mike Newton organises a beach trip to this beach.", First Beach,First Beach,Forks Beach,Forrest Beach,La Push Beach
"In the novel Twilight, Carlisle found Edward whilst working in a hospital in Chicago. What was Edward dying of?", Spanish Influenza,Tuberculosis,Spanish Influenza,Typhoid Fever,Scarlet Fever
What game do the Cullens play in the thunderstorm in the novel Twilight?, Baseball,Basketball,Football,Cricket,Baseball
"In the novel Twilight, who accompanied Bella, when she went to Phoenix to try escape the tracker?", Alice and Jasper,Esme and Carlisle,Alice and Jasper,Edward and Carlisle,Rosalie and Emmett
"What is the full name of Bastian, the main character in the book The Neverending Story?", None of these,Bastian Burrthar Buc,Bastian Benlazar Buz,None of these,Bastian Balzazar Bux
"What is Ygramuls secrete in the fantasy novel, The Neverending Story?", It has magic poison.,It is afraid of fire.,It is an elfs servant.,"If direct sunlight hits it, it dies.",It has magic poison.
What kind of dragon is Falkor in Michael Endes novel The Neverending Story?, A Luck dragon,A Holy dragon,A Mystic dragon,A Luck dragon,A Moon-light dragon
"Where did Atreyus horse die in the fantasy novel, The Neverending Story?", in the Swamps of Sadness,in the Swamp of Misfortune,None of these,in the Swamp of Death,in the Swamps of Sadness
"In the book The Neverending Story, what kind of creature is Engywook?", Gnome,Goblin,Gnome,Elf,Troll
What name does Bastian give to the Childlike Empress in The Neverending Story?, Moon Child,Moon Child,none of these.,Sun Child,Star Child
"Which of the following books, published in 1903, brought everlasting fame to Jack London?", The Call of the Wild,White Fang,The Iron Heel,The Call of the Wild,The Sea-Wolf
"The life of which character, depicted by Jack London, resembles very much the authors life?", Martin Eden,Martin Eden,Dick Forrest,Humphrey van Weyden,Wolf Larsen
"Which of the following novels by Jack London tells the story of the intellectual Humphrey van Weyden, who is forced to become a common seaman?", The Sea-Wolf,Burning Daylight,The Sea-Wolf,The Little Lady of the Big House,The Iron Hill
Which novel by Jack London depicts the rise of a fascist-like regime in America?, The Iron Heel,The Sea-Wolf,The Iron Heel,The Valley of the Moon,The Scarlet Plague
"What breed is the dog Buck, the protagonist in The Call of the Wild by Jack London?", St. Bernard/Collie mix,St. Bernard/Collie mix,Wolf/Alaskan husky mix,St. Bernard/Wolf mix,Alaska Malamute/Alaskan husky mix
Which of the following tales is not part of the collection Children of the Frost (1902) by Jack London?, To Build a Fire,The Master of Mystery,Li-Wan the Fair,To Build a Fire,In the Forests of North
The main story in The Little Lady of the Big House  (1916) by Jack London focuses on what?, A love triangle,The gold rush,A love triangle,The life of a widow,Human rights
