Questions,Correct,A,B,C,D
Which of these giraffe subspecies is easily distinguished by the very light colored spots on its body?, West African Giraffe,All of these,South African Giraffe,Somali Giraffe,West African Giraffe
The horns of which giraffes are very often bald on top?, Males,Babies,Females,Males,Very old giraffes
"Of all mammals, giraffes require the least amount of which of the following?", Sleep,Vitamins,Food,Water,Sleep
This artiodactyl mammal is the closest surviving relative of the giraffe., Okapi,Okapi,Tapir,Llama,Zebra
What is the largest living subspecies of giraffe on the planet?, Masai Giraffe,Masai Giraffe,South African Giraffe,Rothschild Giraffe,Nubian Giraffe
What method of defense do giraffes most often employ against predator attacks?, Kicking,None of these,Kicking,They use their horns,Standing still
What does the name of the zebra literally mean?, Wild ass,Wild ass,Funny horse,Striped,Black-and-white
Which of the senses of zebras is generally underdeveloped and the animal cannot rely very much on it?, None of these,Smell,None of these,Hearing,Eyesight
What animal is the number one predator of zebras?, Lion,Jackal,Lion,Hyena,Crocodile
What is the term denoting a group of zebras that live together?, Harem,Harem,Pack,Stud,Herd
Unfortunately this fictional dog is constantly bullied by his buddy cat., Odie,Snoopy,Lucky,Goofy,Odie
Which cartoon dog is one of Mickey Mouses best friends?, Goofy,Happy,Minnie,Doggie,Goofy
Which Rough Collie was awarded a star on the Hollywood Walk of Fame?, Lassie,Odie,Honey,Lassie,Beauty
What is the real name of the dog who first played the fictitious dog Benji in the series of Benji films?, Higgins,Benji,Higgins,Arnold,Lassie
"This dog, whose name means barker in Russian, became the first living creature from Earth to enter orbit.", Laika,Mandy,Laika,Lucky,Sporty
"This dog, who first showed up in a Bud Light Beer Super Bowl ad, had a black circle around one eye.", Spuds MacKenzie,Spuds MacKenzie,Blue MacKenzie,Long John,Spottie
"Name the Red Baron hunting Beagle from Charles Schultz popular comic strip, Peanuts.", Snoopy,Scooby,Lassie,Odie,Snoopy
This cartoon Great Dane often needs his nephew headstrong nephew to protect him., Scooby,Scooby,Odie,Scrappy,Snoopy
"Which of these is the most distinctive feature of one of the largest marine creatures, which is also known to be the best diver - the sperm whale?", Its enormous head,Its huge vivid eyes,Its extremely long tail,Its enormous head,The unique curvatures of its fins
"Giant squids, for long believed to be mythical creatures, are a type of deep-ocean dwelling squid that can grow to a tremendous size. The giant squid also holds the record for the largest organ, in which of these bodily systems?", Visual system,Digestive system,Visual system,Auditory system,Reproductive system
"In Herman Melvilles Moby-Dick, the leading character Ahab, consumed with the desire for revenge for his lost leg, mindlessly pursues a whale nicknamed Moby Dick. What type of whale is Moby Dick, according to the book?", Sperm whale,Sperm whale,Baleen whale,Blue whale,Humpback whale
"This member of the oceanic dolphin family, named for its versatile predatory habits, cannot be mistaken with any other sea creature, due to its distinctive coloration - black back, white chest, sides, and a patch above and behind each eye.", Killer whale,Killer whale,Humpback dolphin,Pilot whale,Spinner dolphin
"In marine science, ichthyology, branch of zoology closely related to marine biology and oceanography, is the study of what?", Fish,Microscopic marine life,Fish,Marine mammals,Marine plant life
"Devilfish, a large species of ray, also called manta, was named such due to which of these characteristic features?", Two pointed lobes on each side of the head,Its pointed tail,Two pointed lobes on each side of the head,Its hunting habits,"Extended, winglike fins"
"Periplaneta americana, Blattella germanica and Gromphadorhina portentosa are all species of this insect.", Cockroach,House fly,Cockroach,Stick Insect,Butterfly
It is the national insect of Canada and the state insect of Texas., Monarch butterfly,Ladybug,Cricket,Praying Mantis,Monarch butterfly
"Many Royal Navy and US Navy ships are named after this fearful insect. Not just that, but an F/A-18 aircraft and a Honda motorcycle also carry its name.", Hornet,Tarantula,Cicada,Hornet,Yellowjacket
"The scarab, a sacred beetle to Ancient Egyptians, is commonly known as what?", Dung Beetle,Dung Beetle,Stag Beetle,June Bug,Noble Chafer
What is the common length of a full grown male Komodo Dragon?, 9 feet,11 feet,8 feet,6 feet,9 feet
The Komodo Dragon is NOT native to which of these islands?, Savalhi,Rinca,Flores,Gili Motang,Savalhi
How heavy was the largest verified wild Komodo Dragon?, 365 lbs.,154 lbs.,275 lbs.,200 lbs.,365 lbs.
At what age can grizzly bears start to mate?, 4 and a half year,9 years,1 and a half year,7 weeks,4 and a half year
How many polar bear subspecies are there?, 0,0,3,5,1
Which of these animals usually preys on black bear cubs?, Cougar,Hedgehog,Garden snake,Cougar,Dog
What of these members of the bear family is the largest?, Polar bear,Black bear,Panda,Grizzly bear,Polar bear
Where do orphaned grizzly cubs Grinder and Coola live?, British Columbia,Yukon,Northwest Territories,British Columbia,Ontario
Which of these statements if true about a cat?, Their urine glows under a black light.,Their urine glows under a black light.,Normal body temperature for a a cat is 95 degrees Fahrenheit.,They take about 50 breaths per minute.,They walk on the bottoms of their feet.
Which type of cat is almost always female?, Calico,Calico,White,Persian,Siamese
Cats have 517 of these in their entire body., Muscles,Claws,Whiskers,Muscles,Bones
Which of these is not one of the most popular names for female cats in the USA?, Socks,Missy,Pumpkin,Socks,Tigger
On what continent can aardvarks be found?, Africa,Africa,Asia,South America,Australia
Aardvark is a word coming from the Afrikaans/Dutch that literally translates as what?, Earth Pig,Long Nose,Ant Eater,Pig Like,Earth Pig
How many young can an adult aardvark have at one time?, only 1,6,up to one dozen,only 1,3
What is the gestation period for an aardvark?, 7 months,1 full year,9 months,3 months,7 months
Which one of these statements about aardvarks is false?, Aardvarks only eat termites.,Aardvarks are hunted for meat.,Aardvarks are color blind.,Aardvarks are nocturnal.,Aardvarks only eat termites.
What color was the aardvark from the Pink Panther cartoon?, Blue,Red,Blue,Pink,Gray
What is the gestation period of a dolphin?, Varies by species,Varies by species,16 months,9 months,12 months
"Approximately, how many species of dolphins exist?", 40,20,40,30,12
What is the scientific name of the Common Raccoon?, Procyon lotor,Procyon cancrivorus,Procyon nelus,Procyon lotor,Procyon insularis
Which of these in NOT a species of raccoon?, Tree Raccoon,Common Raccoon,Tree Raccoon,Tres Marias Raccoon,Crab Eating Raccoon
Which of these is not a part of the badgers diet?, Insects,Insects,Birds,Ground squirrels,Rattlesnakes
How many hearts do most octopi have?, 3,2,1,3,0
Which of the following best defines the octopus related word midden?, a pile of shells,a pile of shells,a burrow in the sand used as a den,a hole in the rock face or corral used as a den,a chemical in the ink sprayed from an octopus siphon
Which of the following is the name for an octopuss tongue?, Radula,Siphon,Hemetoy,Mantle,Radula
Octopuses have excellent vision. Which of the following statements about an octopuss vision is NOT true?, They can see in color.,They can see well at night.,They can see in depth.,They can make out size and shape very well.,They can see in color.
Which of the following octopi has the scientific name Enteroctopus Dofleini?, Giant Pacific Octopus,None of these,Giant Pacific Octopus,Common Octopus,Blue Ringed Octopus
Which of the following words is NOT related to the octopus?, Tentacles,Chemoreceptors,Chromatophores,Ambush,Tentacles
What two continents did Smilodon inhabit?, North and South America,North and South America,Europe and Asia,Europe and Africa,Asia and Africa
How much could a full-grown Smilodon weigh?, 450 lbs.,525 lbs.,350 lbs.,450 lbs.,400 lbs.
Approximately how long ago did Smilodon become extinct?," 10,000 years","5,000 years","20,000 years","10,000 years","15,000 years"
Tomato Frogs existence is threatened due to what reason?, Habitat destruction,Habitat destruction,Their legs are used for food in fine dining restaurants.,They are hunted for their oils that are used as a skin moisturizer.,Flooding
"Manatees are found more commonly in Caribbean, Mexico, and Florida waters. Why?", The water is warm.,The water is cool.,There is a better food variety.,The water is warm.,The water is salty.
Which of these do manatees use to communicate with their calves and other manatees?, All of these,Sounds,All of these,Touch,Movement
Due to the presence of a specific protein in the blood plasma octopuses have this unusual blood color., Blue,Blue,Black,Bright green,Fluorescent pink
Some animals have an inborn instinct to swallow gastroliths in order to improve the breaking down of food inside their stomachs. What kind of objects are gastroliths?, Rocks,Rocks,Plants that are rich in digestive enzymes,Insects,Excrements
"Parthenogenesis (from Greek - virgin creation), an asexual way of reproduction without the need of fertilization, occurs naturally in these animals.", All of these,All of these,Birds,Reptiles,Fish
Which of  the following statements is true about mosquitoes?, Only female mosquitoes suck blood.,Only female mosquitoes suck blood.,Only male mosquitoes suck blood.,All mosquitoes on the planet drink blood.,Only baby mosquitoes drink blood.
What kind of respiratory organs do lungfish have?, They have both lungs and gills.,They have both lungs and gills.,Lungfish do not have any respiratory organs. They absorb oxygen through their skin.,They breathe only with gills.,"They do not have gills, they use their lungs for respiration."
Cockroaches are among the most resilient creatures on our planet. But how long can they survive without air?, 45 minutes,60 minutes,45 minutes,10 minutes,2 hours
Human skin has the unique ability to acquire a darker shade when exposed to UV-rays. What animals share this ability with us?, Pigs and hammerhead sharks,Dolphins and seals,Chimpanzees and gorillas,Pigs and hammerhead sharks,All reptiles and anthropoid apes
Koalas almost exclusively feed on this type of food., Eucalyptus leaves,Bottle tree leaves,Tea tree leaves,Eucalyptus leaves,Bamboo leaves
Which of the following statements is true about snails?, Snails do have tooth-like formations.,None of these,Snails do have tooth-like formations.,Snails do not have any teeth or tooth-like formations.,Snails have real teeth very similar to those of mammals.
Some sharks hardly ever stop swimming during their whole existence. What is the reason for this?," Some sharks have lost the ability to pump water through their gills, so they need to keep moving in order to stay alive",Some sharks are very desirable hosts for small parasitic creatures. Those sharks are constantly trying to escape from them by incessant swimming.,Sharks are highly anxious and easily agitated animals. They cannot stay in the same place for more than a few seconds.,"Sharks are cold-blooded animals. If they stop moving their body temperature will decrease too much and will cause hypothermia, which can be lethal.","Some sharks have lost the ability to pump water through their gills, so they need to keep moving in order to stay alive"
"The Mimic Leatherjacket, found in the tropical marine waters throughout the Indo-Pacific, mimics which poisonous fish?", Saddled Puffer,Red Bass,Hogfish,Saddled Puffer,Stonefish
"This primitive shark, with a brown thin eel-like body, has six pairs of gill slits and trident-like teeth.", Frilled shark,Frilled shark,Tiger shark,Bull shark,Sharpnose seven-gill shark
"This fish, which resembles the Angel fish, is recognized by its brightly coloured and patterned body, as well as by the dark band across its eyes.", Butterfly fish,Butterfly fish,Purple queen,Cichlid,Clown fish
"The Parrot fish, found in the Atlantic Indian and Pacific Ocean reefs, was given its name for what reason?", Because of its beak-like mouth,Because of the shape of its body,Because it can fly a few metres above water,Because its body is in different flashy colours,Because of its beak-like mouth
"What is the other name of Mola mola, a fish generally considered to be the most massive bony fish in the world?", Ocean Sunfish,Filefish,Ocean Sunfish,Pufferfish,Triggerfish
"When threatened, this fish, also known as balloonfish, increases in size by swallowing water or air.", Porcupinefish,Bowfin,Porcupinefish,Bichir,Oar fish
"The zebrafish (Girella zebra), which can be recognised by its pale body and yellow fins, is endemic to which region?", Australian waters,Amazon River Basin,Australian waters,The Caribbean,Japan waters
"The Flashlight fish, has a light-producing organ, which contains luminescent bacteria. Where is this organ located?", Below the eye of the fish,On the dorsal fin of the fish,Below the eye of the fish,Above the eye of the fish,Between the eyes of the fish
"The catfishes Physailia pellucida and Kryptopterus bicirrhis, found in the mid-waters of Southeast Asia, use what kind of camouflage?", Transparency,Transparency,Change their colour,Mimic algae,Mimic poisonous fish
The Giant Panda and which of the following serve as an Asian countrys national emblem?, The dragon,The dragon,The Golden Lion Tamarin,The Chinese alligator,The South China Tiger
This animal is the second most expensive for zoos to maintain after the Giant Panda., Elephant,Lion,Elephant,Giraffe,Bear
The giant pandas diet is 99% this., bamboo,bananas,fish,honey,bamboo
"Pandas live in the mountains in the Sichuan, Shaanxi, and Gansu provinces in this country.", China,Mongolia,Thailand,China,Korea
"At birth, pandas weigh about 4 ounces and are the size of a stick of butter. Which of these is NOT true about a newborn panda?", They are grey in color.,They are grey in color.,They nurse up to 14 times a day.,They are hairless.,They are blind.
"Pandas spend 10-16 hours a day eating, the rest of the time they are usually resting. When are pandas most active?", at dusk and at dawn,at dusk and at dawn,between 10am and 2pm,between 2p and 10pm,only at night
"When a panda is born, it is impossible to tell if it is male or female. How old is the panda before its gender is known?", 4 years,3 months,1 year,4 years,6 months
Which of these is TRUE about pandas?, They are carnivores.,They belong to the raccoon family.,They are poor climbers.,They were unknown to the Western world until the 1600s.,They are carnivores.
How long does a panda usually live in captivity?, 20 - 30 years,10 - 15 years,80 - 90 years,20 - 30 years,55 - 65 years
"The panda is the symbol of this conservation organization, formed in 1961.", The World Wildlife Fund,Leave It Wild,The Conservation Society,The African Conservation Foundation,The World Wildlife Fund
In which country is the Gohongaze Starfish considered an edible delicacy?, Japan,China,Italy,New Zealand,Japan
Which of these is not a relative of the starfish?, Sea Horse,Sea Urchin,Sea Cucumber,Sand Dollar,Sea Horse
What is located on the end of every arm of a starfish?, Eye,Ear,Whisker,Eye,Mouth
Scorpions are active at night in order to avoid which of their predators?, All of these,Mice,Lizards,All of these,Centipedes
"Raccoons are usually nocturnal animals, and they are famous for dousing their food before eating it. This is actually an activity that imitates foraging for food at shores. What is the term for such an activity?", Vacuum activity,Vacuum activity,Vain activity,All of these,False activity
What sense helps kiwis find food in the dark?, Sense of smell,All of these,Sense of smell,Eyesight,Hearing
"Kakapo is a nocturnal parrot indigenous to New Zealand. Due to its resemblance to this nocturnal animal, it is also called by its name.", Owl,Raccoon,Cat,Rat,Owl
Mink are mainly active at night and they do not hibernate. Which of these animals is a predator of the American Mink?, All of these,All of these,Wolf,Owl,Coyote
What animal is the largest nocturnal prosimian on the planet?, Aye-aye,Gorilla,Mantled Guereza,Aye-aye,Olive Baboon
Catfish are bony fish that are active in the nighttime. How did they get their interesting name?, They have barbels that remind of cat whiskers.,They have barbels that remind of cat whiskers.,They like to rub against objects like cats do.,They have cat eyes.,All of these
Fireflies are known for their ability to produce light of this color., All of these,Yellow,All of these,Pale red,Green
The Ocelot is a nocturnal cat that is also called by this name in certain regions., All of these,All of these,McKenneys Wildcat,Jaguarete,Painted Leopard
Tapeti is a nocturnal cottontail rabbit that is indigenous to these areas., Central and South America,Central and South America,Australia and Tasmania,South Asia,South Africa and Madagascar
What is the average speed dolphins can reach?, 16.5 km/hr,25.5 km/hr,14.5 km/hr,16.5 km/hr,38.5 km/hr
How deep can a bottlenose dolphin dive?, 300 meters,300 meters,800 meters,1250 meters,700 meters
How many different species of dolphins are there in the world?, 32,15,48,32,12
Which is the smallest species of dolphin?, Maui Dolphin/Hectors Dolphin,Maui Dolphin/Hectors Dolphin,The Spinner Dolphin,The Pacific White-Sided Dolphin,The Bottlenose Dolphin
Which of these statements is true about squirrels?, All of these,Some squirrel species are omnivorous.,Most squirrels are active in the daytime.,They cannot digest cellulose.,All of these
Which of these statements is true about the tongue of the giraffe?, All of these,The animal uses it as a tool to remove insects from its face.,All of these,It is about 18 inches (45 centimeters) long.,It is tough.
Which of these statements is true about elephants?, They are able to digest 40% of their food.,All of these,Their diet consists of 80% tree leaves.,They are able to digest 40% of their food.,They spend 8-10 hours a day eating.
Which of these statements is true about grasshoppers?, All of these,They have salivary glands.,Their digestive tract secretes digestive enzymes.,They have two antennae on their heads.,All of these
Which of these foods does the Canada goose include in its diet?, All of these,Green vegetation,All of these,Grains,Seaweeds
"Which of these statements is true about the digestive system of the Hoatzin, a herbivorous tropical bird?", It breaks down its food through bacterial fermentation.,All of these,It has teeth that it uses for mastication.,It has four stomachs.,It breaks down its food through bacterial fermentation.
What is the meaning of the term graminivore?, an animal that feeds on grass,an animal that feeds on fruit,an animal that feeds on seaweed,an animal that feeds on grass,an animal that feeds on tree leaves
What kind of herbivorous animals are the granivores?, Animals that feed on seeds,Animals that feed on buds,All of these,Animals that feed on seeds,Animals that feed on fruit
Which of these statements is true about the diet of Green iguanas?, All of these,All of these,Young iguanas are known to eat the feces of mature iguanas.,Wild iguanas sometimes eat bird eggs.,They are primarily herbivorous.
Which of these statements is true about the diet of the Sumatran rhinoceros?, It feeds mainly in the morning and before dusk.,It feeds mainly in the morning and before dusk.,It consumes about 220 lb (100 kg) of food daily.,All of these,Its diet is rich in protein and poor in fiber.
Which continents does the natural habitat of the jaguar span upon?, North and South America,Europe and Africa,South America and Africa,Africa and Asia,North and South America
How can jaguars be described in terms of social activity?, Solitary,Solitary,Sociable,Group animals,None of these
In nature adult jaguars are apex predators in the food chain. What does this mean?, They are not preyed on by other predators.,They are not preyed on by other predators.,They feed only on other predators.,They do not hunt on other predators.,Besides hunting they also feed on plants.
The jaguar is the national animal of which of the following countries?, Brasil,Brasil,Nicaragua,Peru,Costa Rica
Jaguars closely resemble which other big cats in physical appearance?, Leopard,Tiger,Cheetah,Puma,Leopard
Jaguars appearance seems to vary across regions and habitats. How do forest jaguars differ from the jaguars in open areas?, Forest jaguars are generally darker and smaller,Forest jaguars are generally darker and larger,Forest jaguars are generally and more spotted,Forest jaguars are generally darker and smaller,Forest jaguars are generally larger and lighter in fur color
What continent does the large Griffon Vulture inhabit?, All of these,Asia,All of these,Europe,Africa
"What common name is used to refer to the scavenging animals, representatives of the order Opiliones?", Harvestmen,Waterbugs,Sweepers,Bumblebees,Harvestmen
"What is the literal meaning of the word raccoon, which originates from the Algonquin word ahrah-koon-em and denotes a scavenging mammal?"," One who rubs, scrubs and scratches with its hands",One who grasps with their hand just like a human,"One who rubs, scrubs and scratches with its hands",One who eats whatever is in front of them,One who washes their hands and their food before eating
What term is mainly used in literature to refer to a group of crows?, A murder,A mug,A plunder,A gaggle,A murder
What term refers to the animal that is the result of crossbreeding between a male coyote and a female dog?, Coydog,All of these,Coypup,Coydog,Dogote
What do the beetles from the genus Nicrophorus do after finding a carcass?, They bury it.,They remain right next to it and protect it violently.,They bury it.,They wait for it to decompose.,They tear it into small pieces.
What hyena species is the largest surviving on the planet?, Spotted Hyena,Aardwolf,Spotted Hyena,Striped Hyena,Brown Hyena
"What kind of animals are the Yellow jackets, the scavenging and predatory animals belonging to the genera Vespula and Dolichovespula?", Wasps,Flies,Wasps,All of these,Bees
"Lions may be skilled predators, but they would also eat carrion. What animal is the lions preferred food?", Wildebeest,Rhinoceros,Hippopotamus,Elephant,Wildebeest
"Which of these names is commonly used for the carrion flies, belonging to the family Calliphoridae?", All of these,All of these,Greenbottle,Blow-flies,Cluster flies
The diet of most parrots consists of this type of food., All of these,Buds,Fruit,All of these,Seeds
Which of these statements is true about the parrots breeding habits?, Parrots are monogamous.,None of these,Parrots are polygamous.,Parrots are polyandrous.,Parrots are monogamous.
What is the color of the eggs of all parrot species?, White,White,Green,Multicolored,Blue
Parrots are considered the most intelligent birds on the planet along with these birds., All of these,Ravens,All of these,Jays,Crows
These parrots are believed to be the best at imitating sounds and human speech., African Grey Parrot,Lory,Amazon Parrot,Cockatoo,African Grey Parrot
Larger parrot species have longer life spans than smaller ones. What is the average life span of a large parrot?, Up to 80 years,Up to 80 years,20-25 years,Up to 50 years,14-15 years
What is the predominant color in Amazon Parrots plumage?, Green,Yellow,White,Green,Blue
The heaviest parrot species on the planet is the Kakapo. What is the average weight that a normal mature Kakapo can reach?, 2 to 4 kg,1.5 to 2 kg,2 to 4 kg,2.5 to 3 kg,2 to 2.5 kg
Which of these makes Cockatoos different from other parrot species?, All of these,They have a gall bladder.,All of these,They are not so colorful as other parrots.,They have a headcrest.
"This old breed of cat has long fur. It originated in the Middle East, and some of its representatives have a flat face.", Persian,Siamese,Chinchilla,Himalayan,Persian
This hairless cat has a dog-like face and folded ears., Ukrainian Levkoy,Sphynx,Donskoy,Peterbald,Ukrainian Levkoy
This large cat was is the result of crossbreeding between a domestic cat and a Jungle Cat., All of these,All of these,Jungle Curl,Chausie,Mountain Cougar
This cat breed originated in Russia and has a short fluffy tail., Kurilian Bobtail,Kurilian Bobtail,Siberian,Russian Blue,Manx
This cat breed is believed to have developed naturally in China. It has short golden brown fur with the so-called broken striped pattern and a large strong body., Dragon Li,Dragon Li,Oriental Bicolour,Korat,Cymric
"What cat breed, also called the Greyhound of the cats, has no hair except for down?", Cornish Rex,Don Sphynx,Oriental Bicolour,Cornish Rex,Sokoke
"What cat breed has very thick short fur, large round eyes, round head and chubby cheeks?", British Shorthair,Colorpoint Shorthair,British Shorthair,Selkirk Rex,European Shorthair
"This breed of cat has a round head, large round eyes and very small ears bended forward and downward.", Scottish Fold,American Curl,Scottish Fold,Toyger,Ussuri
This old large cat breed occurred naturally in Europe. It has waterproof thick fluffy fur and can survive very cold weather., Norwegian Forest Cat,Norwegian Forest Cat,Persian,Squitten,Ragamuffin
What is the name of the communities formed by rabbits living together?, Warrens,Herds,Schools,Flocks,Warrens
Which of these statements is true about the difference between rabbits and hares?, All of these,Hares live above the ground.,All of these,"Unlike rabbits, hares are born with hair and are able to see.",Hares have longer ears than rabbits.
Which of these statements is true about the digestive tract of rabbits?, They are hindgut digesters.,"Their cecum, together with the large intestine, comprises about 25-30% of rabbits digestive tract.",They are hindgut digesters.,All of these,Their cecum is about 5 times bigger than their stomach.
"What is the common name of cecotropes, products of the cecum which rabbits reingest to get nutrients?", Night feces,Rabbit pellets,False feces,All of these,Night feces
Which of these statements is true about the behavior of rabbits?, All of these,They are very easily startled.,They run and hide immediately when they feel threatened.,They are always alert.,All of these
What is the name used for young rabbits?, Kittens,Kittens,Fluffles,Puppies,Conies
What are rabbits associated with in Aztec mythology?, All of these,Drunkenness,Parties,All of these,Fertility
What is the place of rabbits in Japanese tradition and mythology?, They are believed to inhabit the Moon.,They are despised as being too timid.,They are believed to inhabit the Moon.,They are considered omnipotent.,Rabbits are not a part of Japanese mythology.
Scorpions are not found naturally in this geographical area., New Zealand,Australia,Europe,New Zealand,All of these
"What name is used to refer to the scorpion species also known as Omdurman scorpion, and Israeli desert scorpion?", Deathstalker,Bonebreaker,Windchaser,Deathstalker,Nightkiller
Scorpions are known to glow when exposed to this type of light., Blacklight,All of these,Infrared light,Laser light,Blacklight
"What distinctive anatomical characteristic do the scorpions from the Hemiscorpiidae family possess, which makes them easily recognizable?", Their body is flat and broad.,They have only four legs.,Their sting is intense red,Their body is flat and broad.,All of these
Which of these statements is wrong about the reproduction of scorpions?, All of these,Most scorpions reproduce through parthenogenesis.,All of these,Most scorpion species are hermaphrodites.,Most scorpions reproduce asexually.
What does the diet of scorpions usually consist of?, Insects,Insects,All of these,Worms and maggots,Plant matter
What type of behavior is characteristic of scorpion species?, Photophobic behavior,Photophobic behavior,Hydrophobic behavior,All of these,Phonophobic behavior
Scorpion venom is regarded as a potential source of chemicals that can be used in the treatment of this disease., All of these,Autoimmune disorders,Cancer,Multiple sclerosis,All of these
"What common name is used to refer to the insects from the subfamily Triatominae, mainly found in the Americas?", Kissing bugs,Kissing bugs,Lollipop bugs,Microphone bugs,Pretty bugs
What is the largest extant butterfly species on the planet?, Queen Alexandras Birdwing,Rajah Brookes Birdwing,Goliath Birdwing,Queen Alexandras Birdwing,Cairns Birdwing
Why were the insects known as snakeflies given this interesting name?, Their body is elongated.,They hiss.,They have a venomous bite.,Their body is elongated.,They have snake skin color patterns on their back.
What distinctive anatomical feature does the beetle species Trogodendron fasciculatum possess?, Bright yellow antennae,Bright yellow antennae,A green W mark on the back,Very large red eyes,Its abdomen is blue
"What does the flamboyant flower beetle, also known as striped love beetle, feed on?", Nectar,Insects,Nectar,Blood,Carrion
"What belief about the European hornet, the largest European eusocial wasp, is widespread among the people who are afraid of it?"," Three stings can kill an adult human, and seven can kill a horse.","If it stings you, youll never have children.","If it stings you on the arm or leg, that limb has to be amputated.","Three stings can kill an adult human, and seven can kill a horse.",Stinging results in deep sleep that you may never wake up from.
"To what geographical area is the Ctenomorphodes chronus, a species of stick insect, endemic?", Australia,All of these,Madagascar,South America,Australia
What kind of substance does the female redeye cicada prefer for laying eggs into?, Plant tissue,Dead animal matter,Animal and human hair,Plant tissue,Living animal organisms
What part of their body do the insects from order Archaeognatha use to spring up into the air?, Tail,Antennae,Front legs,Hind legs,Tail
"What is the literal translation of the Greek word Embioptera, which denotes an order of insects, also known as webspinners?", Lively wings,Small wings,None of these,Yarn knitter,Lively wings
