Questions,Correct,A,B,C,D
This world famous haute couture designer moved to Miami when he was selected as the costume designer for Miami Vice. What designer was gunned down outside his house by spree killer Andrew Cunanan?, Versace,Givenchy,Versace,Ferre,Gucci
"On June 17, 1994 actor and football legend O. J. Simpson, instead of turning himself into the authorities to be charged for the murder of his wife Nicole and her friend Ron Goldman, led the police on a slow speed chase on Interstate 405. O. J. Simpson was a passenger in the white Ford Bronco. Who drove the white Bronco?", Al Cowlings,Robert Kardashian,Robert Shapiro,John McKay,Al Cowlings
"Many in Hollywood were nervous when this lady was arraigned on charges of pandering and tax evasion on August 9, 1993. Who was known as the Hollywood Madam or Madam to the Stars?", Heidi Fleiss,Sydney Biddle Barrows,Heidi Fleiss,Polly Adler,Mona Stangley
"Which of these movies won all five of the top categories: Best Picture, Best Actor, Best Actress, Best Director and Best Screenplay?", Silence of the Lambs,The English Patient,Silence of the Lambs,Forrest Gump,Schindlers List
"May 10, 1996 is considered the single deadliest day in the history of Mount Everest. Eight people lost their lives, including famed Everest mountain guides Rob Hall and Scott Fischer. Outside Magazine had contracted a writer to be a part of Rob Halls accent of Mount Everest. What writer turned his experience on Mount Everest into the non-fiction bestseller Into Thin Air?", Jon Krakauer,Jon Krakauer,Beak Weathers,Anatoli Boukreev,Sebastian Junger
This invention by Karl Benz in 1886 revolutionized the world of transportation and soon became the main means of transport globally., Automobile,Train,Ship,Automobile,Airplane
This invention was first used in 1969 at UCLA as a means of communication between engineers and scientists associated with academics or government. It was not available for public use until the 1990’s., The Internet,E-mails,The Telephone,The Internet,Two-Way Radio
"In 1908, this city became the first in the United States to institute chlorination of its water. Prior to this the death rate due to water born diseases, such as typhoid fever and cholera, were extremely high."," Jersey City, New Jersey","Chicago, Illinois","New York City, New York","Boston, Massachusetts","Jersey City, New Jersey"
"When did telephone companies first begin establishing trial networks, that use fibre instead of copper cables to carry live telephone traffic?", in 1977,in 1997,in 1982,in 1972,in 1977
The invention of the internal combustion engine greatly increased the demand for which natural resource?, Petroleum,Natural gas,Water,Coal,Petroleum
"In 1955, Borax III became the first nuclear power plant to utilize nuclear fission to supply an entire town with electricity. Which town was that?"," Arco, Idaho","Avila Beach, California","Owego, New York","Arco, Idaho","Hahnville, Louisiana"
"The first use of air conditioning for personnel comfort was in 1902, in which New York City building?", New York Stock Exchange,Metropolitan Life Tower,Empire State Building,Woolworth Building,New York Stock Exchange
"In 1895, this German physicist invented the use of electromagnetic radiation to take images of bones and organs inside the human body, which later led to the invention of the X-Ray Machine.", Wilhelm Conrad Röntgen,Paul Lauterbur,Peter Mansfield,Wilhelm Conrad Röntgen,Godfrey Newbold Hounsfield
"This flamboyantly-dressed announcer on The Price Is Right died on October 27th, 2003 in Los Angeles.", Rod Roddy,Gene Rayburn,Randy Miller,Gene Olson,Rod Roddy
"This western character actor was in the role of Deputy Jake in Support Your Local Sheriff with James Garner. Before his death on 20 October 2003, he often played the villain in westerns and openly said it was because of his lazy eye.", Jack Elam,Boots Randolph,Jack Elam,Pat Hingle,Dan Haggerty
"The most famous battle of the Hundred Years War between England and France resulted in a massive French army being defeated by a much smaller English army, led by King Henry V. Where did this battle take place?", Agincourt,Harfleur,Agincourt,The Somme,Calais
What battle of 1781 resulted in a decisive victory of the American army against Great Britain and caused the British government to negotiate an end of the American Revolutionary War?, Battle of Yorktown,Battle of Yorktown,Battle of Valley Forge,Battle of Bunker Hill,Battle of Saratoga
"It began on July 1st, 1916, and is considered by many, the most devastating battle of World War I, resulting in more than one million casualties.", Battle of the Somme,Battle of Ypres,Battle of the Somme,Battle of Verdun,Battle of Galipoli
What city-state was the primary rival of Athens during the Peloponnesian war of 431 BC?, Sparta,Byzantium,Sumer,Sparta,Babylon
"During the Wars of Scottish Independence, this 1314 battle resulted in a decisive Scottish victory over England.", Battle of Bannockburn,Battle of Falkirk,Battle of Culloden,Battle of Bannockburn,Battle of Inverness
"The First Indochina War came to a dramatic and unexpected end when over 7,000 French soldiers were killed at which small Vietnamese village?", Dien Bien Phu,Dien Bien Phu,Hanoi,Hue,Khe Sanh
"Which battle of the Korean War in started on September 15, 1950 when United States marines launched a massive attack on a South Korean port?", Battle of Inchon,Battle of Hungnam,Battle of Seoul,Battle of Inchon,Battle of Pusan
"Which of the following is not associated with the Battle of Gettysburg, the bloodiest battle of the American Civil War?", Bloody Lane,Picketts Charge,Cemetery Ridge,Bloody Lane,Little Round Top
"Which countries were Israels enemies during the 1967 Arab-Israeli War, also known as the Six-Day War?"," Egypt, Syria, Jordan","Turkey, Jordan, Oman","Syria, Jordan, Iraq","Egypt, Syria, Turkey","Egypt, Syria, Jordan"
"The Charge of the Light Brigade, which remained in history as a rather incompetent and unsuccessful cavalry charge, led by Lord Cardigan, occurred during which military conflict?", The Crimean War,The Boer War,The Crimean War,The Franco-Prussian War,The Boxer Rebellion
"During Operation Barbarossa, which began on June 22, 1941, the Red Army was found unprepared for a possible attack for what reason?", All of these,The aviation units were not dispersed and ready for a battle,All of these,There was a disorganization in the armor units,Stalin didnt believe that the Third Reich was going to attack only two years after signing the Molotov-Ribbentrop Pact
"The British colony of Hong Kong was finally defeated by Japanese Forces in December, 1941 on Christmas day. The locals called that day by what name?", Black Christmas,Bloody Christmas,None of these,Black Christmas,Sad Christmas
"On 18 February 1943, Joseph Goebbels gave a speech, aiming to persuade the Germans not to give up Nazi idealism. The speech was delivered in front of which building, located near Potzdamer Platz?", Berlin Sportpalast,Brandenburg Gate,Berliner Dom,Berlin Sportpalast,Reichstag Building
"Which top Nazi Leader, considered a possible successor of Hitler, chief of the Reich Main Security Office, and Reich governor of Bohemia and Moravia, was killed during Operation Anthropoid?", Reinhard Heydrich,Martin Bormann,Heinrich Himmler,Reinhard Heydrich,Ernst Kaltenbrunner
"Winston Churchill made the following statement about the battle that occurred between October 23 and November 3, 1942: Now this is not the end, it is not even the beginning of the end. But it is, perhaps, the end of the beginning. Name the battle.", Second Battle of El Alamein,First Battle of El Alamein,Attack on Pearl Harbor,Operation Anthropoid,Second Battle of El Alamein
"This major battle that the Germans failed during WW II became the largest armored engagement of all time, and included the most costly single day of aerial warfare in history.", The battle of Kursk,The battle in Berlin,Operation Bagration in Belarus,The battle of Kursk,The battle of Normandy
What was the name of the bomb dropped over Nagasaki during WW II?, Fat Man,None of these,Fat Man,Small Head,Little Boy
"Rosie the Riveter was a character that represented all the women joining the workforce during World War II, when the factories were empty and needed staff. The picture of Rosie could be seen on many posters and stamps all of which had what slogan?", We can do it!,We can do it!,Women can work!,We are strong!,Women support the war effort!
"This organization, often referred to as a predecessor of the European Union, was founded after WW II to prevent the outbreak of such conflicts.", European Coal and Steel Community,European Peace Institute,European Anti War Committee,European Commission,European Coal and Steel Community
"The Cold war, which began in 1947 was a consequence of World War II. Who were the leaders of the two superpowers (The USA and the Soviet Union) at the beginning of the Cold War?", Truman and Stalin,Truman and Stalin,Eisenhower and Kruschev,Eisenhower and Stalin,Molotov and Roosevelt
What war began in 1914?, World War I,Russo-Japanese war,World War I,World War II,Spanish-American war
Who was Time Magazines Person of the Year for 2007?, Vladimir Putin,Al Gore,J. K. Rowling,Vladimir Putin,Hu Jintao
"People Magazine named a 2007 Star of the Year. This star is the new face of Versace, plays around with a Grand-Am race car and became the father of two. Who is this Prince Charming?", Patrick Dempsey,Johnny Depp,Brad Pitt,Tiger Woods,Patrick Dempsey
What gentleman made the cover of Details Magazine and was ranked # 7 as a Good Father in Details Magazines 50 Most Influential Men Under 45?, Kevin Federline,Sean Combs,Barack Obama,Brad Pitt,Kevin Federline
What author broke the record for book sales when the last book in her famous series sold 15 million copies in 24 hours?, J. K. Rowling,Dan Brown,Norman Mailer,C. S. Lewis,J. K. Rowling
Time Magazine made a list of The Ten Best Buzzwords of 2007. The #1 Buzzword was a noun meaning an older woman who romantically pursues younger men.  What was Time Magazines # 1 Buzzword in 2007?, Cougar,Vixen,Fox,Cougar,Badger
The movie No Country for Old Men based on the novel by Cormac McCarthy was on many list of 10 Best Films of the Year and won Best Picture from the National Board of Review and the Critics Choice Awards.  Who directed No Country for Old Men?, The Coen Brothers,The Coen Brothers,Clint Eastwood,Tim Burton,Sean Penn
"In college football, 2007 may well be remembered as the year of the upset. On October 13, November 23, 24 and December 1st both the # 1and # 2 teams in the US suffered upsets and the 2007 regular season ended with Pitts shocking  win over West Virginia. But it was the defeat of Michigan, the fifth ranked team in the nation, by a 1-AA team that has been touted by many as the greatest upset in college football history. What team became the first 1-AA team to beat a ranked 1- A team?", Appalachian State University,Appalachian State University,Montana State,University of Delaware,The Citadel
"If you cant do the time, dont commit the crime. Which of the following celebrities spent the LEAST amount of time in jail in 2007?", Nicole Richie,Nicole Richie,Michelle Rodrigues,Paris Hilton,Lindsay Lohan
"The town of Hastings, where the Battle of Hastings took place, is located in which county?", East Sussex,Kent,Surrey,East Sussex,West Sussex
Who conquered England as a result of the Battle of Hastings?, The Normans,The Normans,The Romans,The Vikings,The Scots
"How many minutes did President Bush remain seated, reading My Pet Goat in a 3rd-grade classroom in Florida, after he was first told  America is under attack on September 11, 2001?", 5 Minutes,2 minutes,5 Minutes,1 minute,10 minutes
"Lawrence Wright, author of The Looming Tower, a new account of Al Qaedas attack on the U.S., reveals that the Afghans fighting alongside bin Laden in the 1980s considered him what?", useless,a religious zealot,a strategic genius,a courageous warrior,useless
"What was the flight number of the hijacked plane that crashed in rural Pennsylvania on September 11, 2001?", United 93,United 175,American 11,American 77,United 93
"Where did an FBI investigator argue futilely with his bosses a month before 9/11, by saying: Im trying to keep someone from taking a plane and crashing into the World Trade Center.?", Minneapolis,"Riyadh, Saudi Arabia","Washington, DC",Minneapolis,"Baghdad, Iraq"
What does the Arabic term Al Qaeda mean?," the base, or foundation",the revenge,"the base, or foundation",the struggle,justice
"The Shuttle consisted of 2.5 million parts, including more than 1,000 plumbing valves, 1,400 circuit breakers and 230 miles of wire. The most complex job of building the Shuttle went to this company in Southern California.  They had to design and assemble the orbiter itself.", Rockwell International,Space Systems LORAL,Rockwell International,SAIC,Raytheon Systems
"When America grew more entrenched in Vietnam and struggled with racial and economic problems at home, many voters and politicians alike believed the space program should be abandoned altogether.  Some of Richard Nixons closest advisors however, convinced him that the shuttle should be built.  They gave this as an example of how a reusable space vehicle would be used, and Nixon liked it.", The Shuttle would captire Soviet satellites,The Shuttle would launch nuclear missiles from space,The Shuttle would captire Soviet satellites,The Shuttle would spy on enemies,The Shuttle would help build a space station
"In the morning of September 17, 1976 the Shuttle manufacturer treated the world to a glimpse of the future; a test model of the orbiter, one not intended for space flight, rolled out of their Palmdale, CA plant.  What name had the designers given this model?", Enterprise,Enterprise,Millennium Falcon,Discovery,Columbia
"Space Shuttles are transported to the launch pad on this slow-moving 6,000,000 pound (approx. 2,725,000 kg) vehicle.  Fully loaded, it moves at a rate of 1 mph.", Shuttle Crawler Transporter,Big Bertha Transporter,Shuttle Tracked Vehicle,Tracked Shuttle Transporter,Shuttle Crawler Transporter
"It takes this long after liftoff, before the orbiter starts circling Earth at 17,500mph (28,000km/h).", 8 minutes,19 minutes,3 minutes,8 minutes,50 seconds
"This once white and now orange part breaks up, as it falls through the intense heat of the Earths atmosphere.  It is the only expendable part of the Shuttle.", External Fuel Tank,Top O-ring of the fuel tank,External Rocket Booster,External Fuel Tank,Phase 1 Engine
NASA selected this astronaut to command the first Columbia flight.  He was a veteran of two Gemini and two Apollo missions and considered to be NASAs most experienced astronaut at the time., John Young,John Young,Byron Lichtenberg,John Glenn,Bob Crippen
"Prior to every Space Shuttle flight, a series of events take place at Floridas Kennedy Space Center.  The Shuttle is rolled out of its processing hanger on a 96-wheel transporter and carried to this 525 ft. tall building, originally built to assemble Saturn V rockets.", Vehicle Asembly Building (VAB),Modules Integration Facility (MIF),Final Inspection Room (FIP),Themal Tile Processing Plant (TTPP),Vehicle Asembly Building (VAB)
"On Columbias first mission,  the crew noticed something very disturbing after opening the 60 ft. long payload bay doors.", Thermal tiles were missing,One of the radiators attached to the doors was loose,The doors would not close back,The left door slightly bent,Thermal tiles were missing
"January 16, 2003.  The crew of Americas 113th space shuttle mission exit the crew quarters on the 3rd floor of the operations and checkout building at Kennedy Space Center in Florida.  They take their traditional walk to the transporter van, that will carry them to the launch pad.  How old was shuttle Columbia at that time?", 22 years,21 years,16 years,19 years,22 years
"On February 1, 2003 at 9:29am flight director Leroy Cain declared a contingency and asked Bill Foster, who was working ground control that day, to lock the doors. Contingency is a NASA term which meant this.", The Shuttle had been lost,There was a suspected saboteur,Personnel had to work overtime till communication was restored,Interferece was preventing radio communication,The Shuttle had been lost
What Civil War general is alleged to have sucked on lemons before going into a battle?, Thomas Jackson,James Longstreet,Robert E. Lee,JEB Stuart,Thomas Jackson
Who was the first official casualty of the American Civil War?, Pvt. Daniel Hough,Pvt. Daniel Hough,Pvt. Stephen Lang,Pvt. Peter Hermit,Pvt. Harry Cruble
"What was Ulysses S. Grants first battle, fought against Confederate General Gideon J. Pillow?", Belmont,Fort Henry,Shiloh,Belmont,Fort Donelson
Who commanded the Union cavalry corps at the battle of Gettysburg?, Alfred Pleasanton,Phil Sheridan,Alfred Pleasanton,Judson Kilpatrick,George Armstrong Custer
"At what battle of the American Civil War did Generals U.S. Grant, William T. Sherman, George H. Thomas, and Joseph Hooker all fight at once?", Chattanooga,Chickamauga,Vicksburg,Chattanooga,Gettysburg
At what battle of the American Civil War did Native American forces first participate in military action?, Pea Ridge,Pea Ridge,Poison Spring,Wilsons Creek,Westport
What Union naval ship sank Confederate raider CSS Alabama during the American Civil War?, USS Kearsarge,USS Washington,USS New York,USS Monitor,USS Kearsarge
"In 1996, U.S. anti-terrorist investigators learned of an organization called al-Qaeda for the very first time from which one of the following?", Sudanese informer,Sudanese informer,captured Taliban fighter,Israeli Mossad agent,released American hostage
The first major act of terrorism attributed to bin Ladens al-Qaeda group was in 1998 when it blew up which of these?, U.S. embassies in Tanzania and Kenya,U.S. embassies in Tanzania and Kenya,USS Cole destroyer in Yemen,"Khobar Towers housing complex in Dhahran, Saudi Arabia",a parking garage of the World Trade Center
"How many al-Qaeda terrorists were involved in the near-destruction of the $1billion guided-missile destroyer USS Cole, which was protected by some 70 tons of armor shielding?", 2,1,2,10,5
How many days before 9/11 did George W. Bush receive a Presidents Daily Brief intelligence report entitled Bin Laden Determined to Strike in U.S.?, 35 days,365 days,90 days,200 days,35 days
What country did Osama bin Laden live in and operate al-Qaeda from before he found sanctuary back in Afghanistan?, Sudan,Sudan,Saudi Arabia,Yemen,Iraq
Which of the following proved to be the greatest obstacle to saving lives in New York Citys 9/11 rescue efforts at the World Trade Center towers?, outdated fire department radios,poor building design,lack of disaster training,outdated fire department radios,poor leadership
"Which is the most accurate number of casualties (including killed, wounded or lost) of World War II?"," 16,354,000","11,147,000","16,354,000","7,457,000","9,127,000"
In 1942 there was a terrible ammonium nitrate explosion that killed 20 people. Where did it occur?," Cleveland, Ohio","Cleveland, Ohio","Tesserendo, Belgium",in the Atlantic Ocean on a cargo ship,"Ludwig ,Germany"
"Which statement is true about Pete Gray, who played outfield for the St. Louis Browns during World War II?", Gray had only one arm.,Gray was legally  blind in one  eye.,Gray had only one arm.,Gray was the only person to lead in home runs while playing for a last place  team.,During this period Gray was the only  player to hit 50 homers in one  year.
What did Walter Morrison invent in 1948?, the Frisbee,the Frisbee,the microwave,Doppler Radar,the solar battery
Which of these events did not  occur in 1947?, The United Nations is founded.,The Dead Sea Scrolls are found.,Chuck Yeager breaks the sound barrier.,The United Nations is founded.,The Polaroid Camera is invented.
Which of these did not happen in 1941?, The microwave was invented,The siege of Leningrad began.,Mount Rushmore was finished.,The Jeep was invented.,The microwave was invented
"Which statement is untrue about Jackie Robinson, who broke the color barrier in professional baseball in 1947?"," When Walter Alston signed him, both Alston and Robinson received death threats.","He also integrated the city of Stamford, Connecticut.",His older brother was considered the best athlete in the family but was forced to take a job as a sanitation worker in Los Angeles because of segregation.,He played three sports for UCLA.,"When Walter Alston signed him, both Alston and Robinson received death threats."
In the 1940s the USA began  the Manhattan Project to build the first Atomic bomb. The first part of this project  was to split the atom. It was accomplished by a team led by great Enricco Fermi. Where was it done?," Chicago, Illinois.","Chicago, Illinois.","Roswell, New Mexico.","Bikini Atoll, Marshall Islands.","Los Arbeles, Arizona."
The 1945 Nobel Prize in Physiology and Medicine went to three men from Oxford University who played a significant role in the discovery and development of penicillin and its use as an antibiotic. Which of these scientists did not share this prize?, Paul Winchell,Sir Howard Walter Florey,Ernst Boris Chain,Sir Alexander Fleming,Paul Winchell
Which famous metaphor did Winston Churchill use in the 1940s to describe what Russia did to Eastern Europe after WWII?, The Iron Curtain,The Russian Winter of  No Dissent.,The Soviet Bloc,The Soviet Gulags,The Iron Curtain
What term refers to the body of delegates from the colonies who met during the Revolutionary War until a constitutional government was finally formed near the end of the war?, The Continental Congress,the Council of States,the Executive Committee of the United States,The Continental Congress,the Congress of the United Colonies
"Why is July 4th, 1776 considered the birthday of the United States?", because the signing of the Declaration of Independence began on that day,because the signing of the Declaration of Independence began on that day,because on that day the British recognized US independence,because on that day all thirteen former colonies finally agreed to a constitution for their new government,because on that day the Americans had their first victory over the British at Boston
Which of the following is NOT true about the Battle of Saratoga in 1777?, General George Washington was wounded while directing the American troops.,It was the first major victory for the Americans.,The American victory convinced the French to give the Americans substantial aid.,British General Burgoyne invading from Canada lost his entire army.,General George Washington was wounded while directing the American troops.
The American victory in this battle is often called the turning point of the Revolutionary War in the South., Battle of Kings Mountain,Battle of Kings Mountain,Battle of Charleston,Battle of Princeton,Battle of Camden
How did the French aid the American patriots during the Revolutionary War?, all of these,by allowing the French fleet to aid the Americans at a critical point of the war,by providing substantial amounts of military supplies,by sending part of the French Army to America,all of these
What statement is true about John Paul Jones who fought in the American Revolutionary War?, He was successful in naval warfare against the British.,He used guerrilla warfare against the British.,He was able to get several Indian tribes to fight against the British.,He was successful in naval warfare against the British.,He captured several British forts in Canada.
What statement is true about the Treaty of Paris of 1783?, It recognized US independence.,It recognized US independence.,It granted territory to the US from the Atlantic Ocean to the Pacific Ocean.,All of these,It formed a permanent alliance between France and the US.
"The pros:  this pet needed no watering, feeding, worming or grooming.  You could go on a six month vacation and never have to ask your neighbor to take care of this pet.  The cons:  this pet could only learn how to stay and  was very, very boring.  Thanks to Gary Dahl, what pet sold over 1,000,000 in 1975?", Pet Rock,Chia Pet,Elmo,Pet Rock,Invisible Dog
"Where would you be if you heard Tattoo yell out,  Ze plane!  Ze plane!", Fantasy Island,Hawaii Five O,Gilligans Island,Fantasy Island,Love Boat
Which of the following is NOT a quote from Saturday Night Live?, Nanoo nanoo!,Nanoo nanoo!,We are two wild and crazy guys!,Im Chevy Chase and youre not.,"Jane, you ignorant slut!"
"Ever since the Napoleonic wars, conscript troops were blamed for a lack of professionalism and could not be trusted. However, this changed at the 1866 battle at...?", Koniggratz,Schleswig Holstein,Koniggratz,Palermo,Paris
This 1899 -1902 war marked the beginning of the decline of the British Empire, The Boer War - South Africa,Rebellion in India,The War of independence - Ireland,The Boer War - South Africa,The Boxer uprising - China
"This conflict ended in a humiliating defeat for China and forced the opening of 5 ports to international trade; Canton, Shanghai, Foochow, Ningpo, and Amoy. Which conflict was it?", The first Opium War 1839 - 1842,The 2nd Sin--Japanese War 1937 - 1945,The Korean War 1950 - 1953,The Vietnam invasion - 1979,The first Opium War 1839 - 1842
"This Civil War raged between 1967 - 1970, costing an estimated 1 million people their lives. In the aftermath the Non-Governmental Organization Medicins sans Frontiere was created in 1971. In which country did this civil war take place?", Nigeria,Cambodia,Congo,Algeria,Nigeria
This conflict lead to the start of a period which is referred to as The Catastrophe by the defeated. Which conflict is this?, The Arab-Israel War - 1948,"The Soviet Annexation of the Baltic States; Estonia, Lithuania  Latvia - 1940",The Kashmir Conflict - 1947,The Arab-Israel War - 1948,The Armenian uprisal - 1915
On April 24th 1916 an uprising took place in this country in an attempt to gain independence from the UK.  Where did this uprising take place?, Ireland; The Easter Uprising,India; The Sepoy Mutiny,Ireland; The Easter Uprising,The Palestine Mandate ; Zionist Uprising,Egypt; The Urabi revolt
When and where did the Velvet Revolution take place?, 1989 ; Prague ; Czechoslovakia,2000 ; Belgrade ; Yugoslavia,2003 ; Tbilisi ; Georgia,"1989 ; Tiananmen Square, Beijing; China",1989 ; Prague ; Czechoslovakia
The United Islamic Front for the Salvation of Afghanistan is also known as?, Northern Alliance,Northern Alliance,Al-Qaeda,Taliban,Amir al-MuMinin
During his lifetime Montesquieu (1689 -1755) was an outright critic of the French Absolutism. He put this forward in books like Lettres Persanes (Persian Letters - 1721). He also developed his own view on an ideal political system which he described in his Lesprit des Lois (on the Spirit of Laws -1748). What political system was he envisioning?, Constitutional Monarchy,Autocracy,Constitutional Monarchy,Liberalism,Democracy
"In June 1812, Napoleon Bonaparte and his Grand Armee suddenly invaded Russia at Nemel. After victories at Smolensk and Borodino, Napoleon managed to conquer Moscow without a fight. It was the start of the end of his army. After Russian refusals to come to terms and a big fire in Moscow, Napoleon was forced to retreat. The retreat turned into a complete disaster when crossing the Berezina river in November 1812. At what place did this crossing take place?", Studjanka,Borodino,Studjanka,Moscow,Smolensk
"On September 27th, 1779 this politician was appointed by American Congress to start negotiating peace with the British.", John Adams,Ben Franklin,Thomas Jefferson,John Jay,John Adams
Between 1639 and 1858 Japan was largely isolated from the outside world. The port of Nagasaki was only open to Dutch and Chinese ships. In 1858 Commander Perry forced the Japanese Shogun to stop preventing trade. What was one of the results of this event?, The Meiji Restoration,A rise to power of the Shogunate,The assassination of  Tokugawa Yoshinobu,The loss of Nagasaki to a foreign power,The Meiji Restoration
In 1861 Italy was finally (largely) unified with Victor Emmanuel II assuming the title of King of Italy. Who became the first Prime Minister of Italy?, Camillo di Cavour,Camillo di Cavour,Giuseppe Garibaldi,Bettino Ricasoly,Giuseppe Mazzini
In 1876 the International Comittee of the Red Cross came into being. Which battle witnessed by one of the founders led to the foundation of the Red Cross?," The battle of Solferino June 24th, 1859","The battle of Antietam September 27th, 1862","The battle of Sedan September 1st, 1870","The battle of Solferino June 24th, 1859","The battle of Bezzeca July 21st, 1866"
"What happened at Prokhorovka on July 12th, 1943?", The biggest Tank batlle of WW II,The biggest infantry engagement of WW II,The launch of Operation Kutzov,The biggest Tank batlle of WW II,The launch of Operation Citadel
"July 1969 will go into history as the month man first set foot on the Moon. However, in that same month and year another momentous event took place. Which event was that?", The Nixon Doctrine is declared,The Beatles give their last public performance,The Nixon Doctrine is declared,A coup in Libya brings to power Colonel Khadaffi,The Woodstock Festival
What is the War of Laws?, The implementation of National legislation laws vs. Soviet Union laws,The Iraqis democratic government attempt to get an acceptable constitution,ANCs attempt to change the discrimination laws in South Africas Apartheid regime,The EU attempt to override local Member State law,The implementation of National legislation laws vs. Soviet Union laws
What was the dividing line between North and South Korea after World War Two?, the 38th parallel,the 17th parallel,the 49th parallel,There was never any dividing line established.,the 38th parallel
When did the Korean War begin?, in 1950 when communist North Korea suddenly attacked non-communist South Korea,"in 1946, when Korean communist guerrillas began attacking non-communist groups throughout Korea","in 1949, when Chinese communists crossed the border into northern Korea and attempted to take over the entire nation",in 1953 when the US-backed South Korean army invaded communist North Korea,in 1950 when communist North Korea suddenly attacked non-communist South Korea
"Early in the Korean War, communist forces drove deep into South Korea until they were finally stopped at the perimeter surrounding this city near the southern end of Korea.", Pusan,Pusan,Pyongyang,Osaka,Seoul
Who was US President during most of the Korean War?, Truman,Eisenhower,Truman,Kennedy,Roosevelt
"During the Korean War, after stopping the original communist invasion the anti-communist forces, commanded by General MacArthur, steadily drove the North Koreans back deep into North Korea. Then the war had a new development as Communist Chinese forces attacked in force. What is the most probable reason why the Chinese decided to enter the war?", MacArthurs aggressive policies and proclamations made the Chinese fear that they themselves might be attacked by the anti-communist forces.,MacArthurs air forces bombed communist supply bases in China.,The Chinese saw this as a chance to defeat the Americans and invade Japan.,Anti-communist forces crossed over the North Korean-China border in several places.,MacArthurs aggressive policies and proclamations made the Chinese fear that they themselves might be attacked by the anti-communist forces.
"During the Korean War, why was General MacArthur fired as commander of the anti-communist forces in Korea by the President (who is also commander-in-chief of US armed forces)?", MacArthur publicly disagreed with the Presidents policy of limited war in Korea.,MacArthur refused to attack Chinese bases in China.,MacArthur publicly disagreed with the Presidents policy of limited war in Korea.,The American public demanded a more effective commander.,MacArthur refused to cooperate with NATO forces.
Which statement is true about the Chinese entry into the Korean War?, It pushed the anti-communist forces back rapidly all the way into South Korea.,It caused the Nationalist forces of Taiwan to enter the war against Communist China.,It led to US bombing of targets in China.,It pushed the anti-communist forces back rapidly all the way into South Korea.,It had little effect on the course of the war.
Which statement regarding the consequences of the Korean War is true?," When the war ended, no nation made any significant gain in territory or economic concessions. The dividing line between North and South was almost the same as when the war began.","When the war ended, China had gained some territory and special economic concessions from North Korea.","When the war ended, the South had gained a large part of North Korean territory.","When the war ended, the North had gained a large part of South Korean territory.","When the war ended, no nation made any significant gain in territory or economic concessions. The dividing line between North and South was almost the same as when the war began."
"After conquering the vast majority of Western Europe, early in  World War II, the German High Command ordered the construction of a string of fortifications known as the Atlantic Wall. Parts of these barrier systems included mines, barbed wire, casemates and imitation stones. What were these imitation stones?", Camouflaged bunkers,Stone walls suggesting the presence of bunkers,Circular machine gun emplacements,Camouflaged bunkers,"Pointed stakes just under water level, to sink landing craft"
"In 1944 the Allies launched Operation Overlord starting the liberation of Europe. When troops entered the beaches and caught their first prisoners, they were surprised to hear this language.", Russian,Russian,Finnish,Hungarian,Japanese
What was the objective of Operation Hailstone that was launched in 1944 by the United States Navy?, Attack on Truk Atoll,Attack on Truk Atoll,Attack on Okinawa,Attack on Iwo Jima,Raid on Tokyo
"During World war II, Singapores defenses were so strong that it was considered to be the Gibraltar of the Pacific. However the city fell to the Japanese relatively easy on February 15th 1942. What was the main reason for this?", The Japanese assaulted Singapore over land.,The Japanese assaulted Singapore over land.,A night-time Amphibious assault caught the defenders off-guard.,"Pro-Japanese resistance groups caused havoc in the city, leaving the defenders confused.",Superior Japanese Naval forces bombarded the defenders into submission.
In May 1941 the Germans used airborne divisions to invade the Island of Crete. Who was the commander of these forces?, General Kurt Student,General  Hans Sponeck,General Albert Kesselring,General Kurt Student,Major Otto Skorzeny
"What was the codename for the amphibious assault on Normandy, France on 6 June 1944?", Neptune,Husky,Neptune,Torch,Avalanche
"Who assassinated Robert F. Kennedy on June 5, 1968?", Sirhan Sirhan,Charles Guiteau,Sirhan Sirhan,Gavrilo Princip,James Earl Ray
"What cartoon character made his film debut on June 9, 1934?", Donald Duck,Daffy Duck,Mickey Mouse,Donald Duck,Pluto
"Who was the first horse to claim the United States Triple Crown of Thoroughbred Racing on June 11, 1919?", Sir Barton,Secretariat,Sir Barton,Affirmed,War Admiral
"This corporation, initially known as the Computing-Tabulating-Recording Company, was incorporated on June 15, 1911.", IBM,Texas Instruments,Hewlitt Packard,Price Waterhouse,IBM
"What holiday was first celebrated on June 19, 1910?", Fathers Day,Memorial Day,Mothers Day,Fathers Day,Flag Day
"Who assassinated Austrian Archduke Franz Ferdinand and his wife on June 28, 1914?", Gavrilo Princip,Charles Guiteau,Leon Czolgosz,Gavrilo Princip,Sirhan Sirhan
"What soap opera moved from radio to television on June 30, 1952?", Guiding Light,General Hospital,Young and the Restless,Guiding Light,Days of our Lives
"Scythian monk Dennis the Little, who lived in the sixth century invented this.", Numbering years according to the life of Jesus,Numbering years according to the life of Jesus,The concepts of  Feudalism,The horse-pulled plow,Taking a census every decade
Which of these was invented by US assistant commissioner Kathy Adams?, The expression Y2K,Stealth technology for airplanes,Fabric softeners,The reality TV show,The expression Y2K
It can be difficult to both hold a string instrument and play it. Which of these musicians holds a patent for a device used for holding a stringed instrument?, Eddie Van Halen,Bob Dylan,Tom Petty,Denny Dougherty,Eddie Van Halen
